filename,title,exposure_layer1,exposure_layer2,exposure_layer3,outcome_layer1,outcome_layer2,outcome_layer3,study_design,status
2013 - association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.pdf,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes,biomarker,DNA methylation,methylation of ICAM-1 gene,biomarker,blood pressure,systolic blood pressure,longitudinal cohort study,success
2013 - association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.pdf,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes,biomarker,DNA methylation,methylation of F3 gene,biomarker,blood pressure,diastolic blood pressure,longitudinal cohort study,success
2013 - association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.pdf,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes,biomarker,DNA methylation,methylation of F3 gene,biomarker,blood pressure,systolic blood pressure,longitudinal cohort study,success
2013 - association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.pdf,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes,biomarker,DNA methylation,methylation of GCR gene,biomarker,blood pressure,diastolic blood pressure,longitudinal cohort study,success
2013 - association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.pdf,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes,biomarker,DNA methylation,methylation of GCR gene,biomarker,blood pressure,systolic blood pressure,longitudinal cohort study,success
2013 - association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.pdf,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes,biomarker,DNA methylation,methylation of IL-6 gene,biomarker,blood pressure,diastolic blood pressure,longitudinal cohort study,success
2013 - association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes.pdf,Association between blood pressure and DNA methylation of retrotransposons and pro-inflammatory genes,biomarker,DNA methylation,methylation of IL-6 gene,biomarker,blood pressure,systolic blood pressure,longitudinal cohort study,success
2013 - long-term exposure to black carbon and carotid intima-media thickness the Normative Aging Study.pdf,Long-term Exposure to Black Carbon and Carotid Intima-Media Thickness: The Normative Aging Study,chemical,air pollution,long-term black carbon exposure,biomarker,atherosclerosis,carotid intima-media thickness (CIMT),cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,ICAM-1 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,F3 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,TLR-2 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,CRAT methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,IFN-γ methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,iNOS methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,GCR methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,LINE-1 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,temperature,3-week average temperature,biomarker,DNA methylation,Alu methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,ICAM-1 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,F3 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,TLR-2 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,CRAT methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,IFN-γ methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,iNOS methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,GCR methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,LINE-1 methylation,longitudinal cohort study,success
2014 - effects of temperature and relative humidity on DNA methylation.pdf,Effects of Temperature and Relative Humidity on DNA Methylation,physical,humidity,3-week average relative humidity,biomarker,DNA methylation,Alu methylation,longitudinal cohort study,success
2012 - gene promoter methylation is associated with lung function in the elderly the Normative Aging Study.pdf,Gene promoter methylation is associated with lung function in the elderly,biomarker,DNA methylation,CRAT methylation,disease,lung function,forced vital capacity (FVC),cross-sectional study,success
2012 - gene promoter methylation is associated with lung function in the elderly the Normative Aging Study.pdf,Gene promoter methylation is associated with lung function in the elderly,biomarker,DNA methylation,CRAT methylation,disease,lung function,forced expiratory volume in one second (FEV1),cross-sectional study,success
